key	linga	base	pratyaya	head_segment	lnum	page
akzadevin	tri0	akzErdIvyati diva	Rini 3 ta0	akzadevin tri0 akzErdIvyati diva — Rini 3 ta0 . pASakAdi- dyUtakrIqAkArake .	124	0042,b
akzadya	tri0	akzErdIvyati diva	kvip UW	akzadya tri0 akzErdIvyati diva — kvip UW . pASakAdidyUtakArake .	125	0042,b
akzadyUta				akzadyUta na0 akzErdyUtam 3 ta0 . pASakAdikrIqAyAm .	126	0043,a
akzadyUtAdi				akzadyUtAdi pu0 ba0 . “ nirvftte'kzadyUtAdiBya ” iti pARinyukte Wakpratyayanimitte SabdasamUhe . akzadyUta, jAnuprahfta- jaNGAprahfta jaNGAprahata, pAdasvedana, kaRwakamarddana, gatAnu- gata, gatAgata	127	0043,a
akzaDara				akzaDara pu0 akzaM cakraM raTAvayavaM tatkIlakamiva kaRwakaM vA Darati Df — ac 6 ta0 . vizRO cakre SAKowakavfkze ca cakraDArakamAtre tri0 .	128	0043,a
akzaDur				akzaDur strI0 akzasya cakrasya DUragraM BArovA 6 ta0 na a samA0 . cakrAgre cakraBAre ca .	129	0043,a
akzaDUrtta				akzaDUrtta tri0 akze taddevane DUrttaH . dyUtakuSale dyUta- kAriRi ca (juyAri) .	130	0043,a
akzaDUrttila	pu0	akzasya Sakawasya DUrttiM BAraM lAti lA	ka	akzaDUrttila pu0 akzasya Sakawasya DUrttiM BAraM lAti lA — ka . SakawavAhanakarttari vfze .	131	0043,a
akzan	na0	akza	bAhu0 kanin	akzan na0 akza — bAhu0 kanin . netre “ dakziRe'kzan iti vfha0 upa0 “ BadraM karReBiH SfRavAma devA BadraM paSye- mAkzaBiryajatrA ” iti vedaH .	132	0043,a
akzapawala				akza(kzi)pawala na0 akzRaH netrasya pawalamivAcCAdakatvAt . netrasyAvarake koSaBede netrarogaBede (CAni) ca . pawalasTa- rogaBedAdi SuSrute uktaM yaTA “ masUradalamAtrAntu paYcaBUtaprasAdajAm . Kadyot	133	0043,a
akzipawala				akza(kzi)pawala na0 akzRaH netrasya pawalamivAcCAdakatvAt . netrasyAvarake koSaBede netrarogaBede (CAni) ca . pawalasTa- rogaBedAdi SuSrute uktaM yaTA “ masUradalamAtrAntu paYcaBUtaprasAdajAm . Kadyot	133.1	0043,a
akzapari				akzapari avya0 akzeRa pASakena viparItaM vfttam . akza- SalAketyAdinA pariRA avya0 . pASakakrIqAyAM yaTA guwikApAte jayoBavati tadviparItapAtane .	134	0043,b
akzapAwaka				akzapAwaka pu0 akze vyavahAre pAwayati dIpyate pawa dIptO- Rvul . vyavahAranirRetari DarmmADyakze .	135	0043,b
akzapAda				akzapAda pu0 akzaM netraM darSanasADanatayA jAtaH pAdo'sya . nyAyasUtrakArake gOtame munO, sa hi svamatadUzakasya vyAsasya muKadarSanaM cakzuzA na karttavyamiti pratijYAya paScAt vyAsena prasAditaH pA	136	0043,b
akzapIqA				akzapIqA strI0 akzamindriyaM rasanArUpaM pIqayati AsvA- danAt pIqa — ac . yavatiktAlatAyAm . pIqa — BAve aN + 6 ta0 . indriyapIqAyAm .	137	0043,b
akzama	tri0	na kzamate kzama	ac na0 ta0	akzama tri0 na kzamate kzama — ac na0 ta0 . asamarTe . kzama — BAve aN aBAvArTe na0 ta0 . kzamABAve IrzyA- yAm strI . “ akzamA BavataH keyamiti ” BAratam . na0 ba0 . kzamArahite tri0 .	138	0043,b
akzamAlA				akzamAlA strI akzARAM rudrAkzARAM mAlA . rudrAkza bIjagraTitamAlAyAm . akArAdikzakArAntaH akza statkftA tatpratiniDIBUtA vA mAlA SA0 ta0 . ekapaYcASadvarRa- mAlAyAm tatpratiniDIBUtAyAM sPawikAdigraTit	139	0043,b
akzaya				akzaya tri0 nAsti kzayo'sya . kzayarahite sarvvadA varttamAne “ gayAyAmakzayavawe pitFRAM dattamakzayamiti ” vAyupurARam “ aBijidrohiRodaye yadatra dIyate jantostadakzayamudA- hftamiti ” smftiH . para	140	0044,a
akzayatftIyA				akzayatftIyA strI karmma0 . vESAKaSuklapakzatftIyAyAm . “ vESAKe mAsi rAjendra! Suklapakze tftIyikA . akzayA sA tiTiH proktA kfttikArohiRIyutA . tasyAM dAnAdikaM sarvvamakzayaM samudAhftamiti ” . “ yA	141	0044,a
akzayya	tri0	kzetuM SakyaM kzi	yat ni0 na0 ta0	akzayya tri0 kzetuM SakyaM kzi — yat ni0 na0 ta0 . kzayAnarhe . akzaye ca “ tezAM piRqo mayA dattohyakzayyamupatizWatAmiti ” vAyu0	142	0044,a
akzayyodaka				akzayyodaka na0 nakzayya makzayya mudakaM yatra SrAdDe piRqa- dAnAnantaraM deye maDutilamiSrite udake . “ akzayyodaka dAnantu arGyadAnavadizyate . zazWyEva nityaM tat kuryyAt na caturTyA kadAcaneti ” 	143	0044,a
akzara	na0	na kzaratIti kzara	calane ac na0 ta0	akzara na0 na kzaratIti kzara — calane ac na0 ta0 . parama- brahmaRi kUwasTe cEtanye “ akzaraM paramaM brahmeti ” gItA . kriyASUnye tri0 jIve paramAtmani ca pu0 . “ kzaraH sarvARi BUtAni kUwasyo'kzara	144	0044,a
akzaracaRa				akzaracaRa tri0 akzareRa varRavinyAsalipyA vittaH akzara + caRap . leKanAjIvake .	145	0044,a
akzaracaYcu				akzara(cu)caYcu tri0 akzareRa varRavinyAsalipyA vittaH akzara + cu(ca)Ycup . leKanAjIvake .	146	0044,b
akzaracuYcu				akzara(cu)caYcu tri0 akzareRa varRavinyAsalipyA vittaH akzara + cu(ca)Ycup . leKanAjIvake .	146.1	0044,b
akzaracCandas				akzaracCandas na0 akzareRa varRasaMKyayA kftaM CandaH . varRa- vftte “ Candastu dviviDaM proktaM vfttaM jAtiriti dviDA vftta- makzarasaMKyAtaM jAtirmAtrAkftA Bavediti ” Candoma0 tasya ca tatkftatvAtta	147	0044,b
akzarajananI				akzarajananI strI akzarARAM jananIva . leKanyAm (kalam) .	148	0044,b
akzarajIvaka				akzarajIvaka tri0 akzareRa tallipileKanena jIvati jIva- Rvul 3 ta0 . akzaraleKanopajIvake .	149	0044,b
akzaratUlikA				akzaratUlikA strI akzarARAM tallipileKAnAM tUlikeva sADanatvAt . leKanyAm (kalam) .	150	0044,b
akzaranyAsa				akzaranyAsa pu0 akzarARi tatsmArakAkAraviSezA nyasyante atra + ni + asa — ADAre GaY 6 ta0 . lipyAm, patrikAyAm . BAve GaY 6 ta0 . akzarasmArakareKA- dyAkAraviSezaleKane, hfdayAdyADArasparSapUrvvakaM t	151	0044,b
akzarajIvika				akzarajIvika tri0 akzaraM tallipileKanaM jIvikA varttanopayo'sya . lipileKanopajIvini .	152	0044,b
akzarajIvin				akzarajIvin tri0 akzareRa tallipileKanena jIvati jIva- Rini 3 ta0 . akzaraleKanena vfttinirvAhakArake . striyAM NIp .	153	0044,b
akzaramuKa				akzaramuKa tri0 akzarARi tanmayAni SAstrARi vA muKe yasya . SAstrABijYe akzarABijYe ca 6 ta0 . akArarUpe varRena0	154	0044,b
akzaraSas				akzaraSas avya0 akzaramakzaramiti vIpsATa kArake Sas . pratyakzaramityarTe, “ pacCa akzaraSaH iti ” gfhyam .	155	0044,b
akzarasaMsTAna				akzarasaMsTAna na0 akzarARAM tatsmArakareKAviSezARAM saMsTAnamatra ba0 . varRRasmAraka — reKAviSezayukta — lipyAm . “ liKitAkzarasaMsTAnamityamaraH ” .	156	0044,b
akzarANga				akzarANga na0 akzarARAmaNgaM tatsmArakareKAviSezARAmavayavaH 6 ta0 . lipyAm, leKanasADanadravye ca .	157	0044,b
akzarAja				akzarAja pu0 akzeRa tatkrIqayA rAjeva . dyUtAsakte .	158	0044,b
akzarI	strI	aSnute gaganABogaM meGEH aSa	saran gO0 NIz	akzarI strI aSnute gaganABogaM meGEH aSa — saran gO0 NIz . varzAyAm	159	0044,b
akzavatI				akzavatI strI akzA pASakAH sADanatvena vidyante'tra akza + matup masya vaH NIp . dyUtakrIqAyAm .	160	0044,b
akzavAwa				akzavAwa pu0 akzARAM pASakakrIqAnAM vAwaH vAsasTAnam . [Page0045-a+ 38] dyUtasTAne, pASakADAre Palake ca . akzasya raTacakra kzuRRasTAnasyeva vAwaH . mallaBUmO tatra hi raTacakrakzuRRa- pAMSusadfSapAM	161	0044,b
akzavid				akzavid tri0 akzaM pASakakrIqAM vyavahAraM vA vetti vida- kvip . akzavidyABijYe vyavahArABijYe ca akzavettrAdayo 'pyatra . striyAm akzavettrI .	162	0045,a
akzavidyA				akzavidyA strI 6 ta0 . pASakAdidyUtavidyAyAm .	163	0045,a
akzavftta				akzavftta na0 akzaM rASicakrarUpaM vfttaM vezwanAkAraM koRa SUnyaM kzetram . rASicakrarUpe vfttakzetre . akze pASaka krIqAyAM vfttaH vyApftaH 7 ta0 . pASakakrIqAsakte “ yadakza- vfttamanu dattaM na et	164	0045,a
akzaSORqa				akzaSORqa pu0 akzezu tatkrIqAyAM SORqaH pravIRaH 7 ta0 . dyUtakrIqAkuSale .	165	0045,a
akzasUtra				akzasUtra na0 akzasya japamAlAyAH sUtram . japamAlASraya sADane sUtre “ sAkzasUtrakamaRqaluriti ” purARam .	166	0045,a
akzAgrakIlaka				akzAgrakIlaka na0 akzasya raTanABikzetrasyAgranadDaM kIlakam . 6 ta0 . cakranABikzetrAgraprote kIlake .	167	0045,a
akzAnah				akzAnah na0 akze cakre Anahyate baDyate A + naha- kvip . cakrasaMbadDe kAzWaBede . “ akzAnaho nahyatanota sOmyA ” iti vedaH .	168	0045,a
akzAnti	strI	0 kzama	ktin viroDyarTe na0 ta0	akzAnti strI0 kzama — ktin viroDyarTe na0 ta0 . IrzyAyAM, kroDe ca . na0 ba0 . kzamASUnye tri0 .	169	0045,a
akzAralavaRa				akzAralavaRa tri0 kzAreRa uzaramfttikayA nirvfttaM aR kzAraM kftrimaM lavaRaM na0 ta0 . akftrimalavaRe “ munya- nnAni payaH somomAMsaM yaccAnupAkftam . akzAralavaRaYcE- veti ” manuH . “ caturTakAlamaS	170	0045,a
akzAvapana				akzAvapana na0 akzAn pASakAn Avapati kzipatyasmin A + vapa — ADAre lyuw 6 ta0 . pASakapAtanADAre Palake .	171	0045,a
akzAvalI				akzAvalI strI 60 ta0 . japasADana — rudrAkzabIjAvalO japa- mAlAyAm “ rakzAvalImivAkzAvalIM kaRWenodvahantI ” tikAda0 .	172	0045,a
akzAvApa	tri0	akzAn pASakAn Avapati kzipati A + vapa	aR upa0 sa0	akzAvApa tri0 akzAn pASakAn Avapati kzipati A + vapa — aR upa0 sa0 . dyUtakArake, tadaDyakze ca .	173	0045,a
akzi	na0	aSnute vizayAn aSa	ksi	akzi na0 aSnute vizayAn aSa — ksi . netre, indriyamaDye tasyEva vizayadeSaM prApya vizayagrAhakatvaM sarvvavAdisasmatamanye- zAntu sarvamate na taTAtvamato'sya vizayavyApakatA . etadanta bahuvrIheH sv	174	0045,b
akzika				akzika pu0 akzAya cakrAvayavAya hitam Wan . raYjanadrume (Ataica) .	175	0045,b
akzikUwaka				akzikUwaka na0 akzRaH kUwa iva kan . netragolake netratArAyAYca .	176	0045,b
akzigata				akzigata tri0 akzRi gataH sarvvadABAvanAvaSAdakzyasanni- kfzwo'pi upasTita iva . dvezye SatrO netragocare ca . “ tvayi kilAkzigate nayanEstriBiriti nE0 .	177	0045,b
akzitara	na0	akzIva tarati tF	ac	akzitara na0 akzIva tarati tF — ac . jale nirmmalatvAnnetra tulyatvam .	178	0045,b
akziBU				akziBU strI akzRaH BUrvizayaH . cakzurgocare pratyakze, satye [Page0046-a+ 38] netradfzwavastuna eva satyatAsaMvAditayA tasya satyatvam . “ satyasyAkziBuvo yaTA, iti SrutiH .	179	0045,b
akziBezaja				akziBezaja na0 6 ta0 netrarogaviSezanivArake pawwikAloDravfkze .	180	0046,a
akziBruva				akziBruva na0 BruvO ca akziRI ca samA0 dva0 . rAjadantAdi0 akziSabdasya bahvackatve'pi pUrvvani0 acsamA0 . BrUnetra- saMGAte “ sOmitrirakziBruvamujjihAna ” iti BawwiH .	181	0046,a
akziva	pu0	akzi vAti prIRAti aYjanena vA	ka	akziva pu0 akzi vAti prIRAti aYjanena vA — ka . (sajanA) SoBAYjanavfkze sAmudralavaRe ca .	182	0046,a
akzivikURita				akzivikURita na0 akzRaH vikURitaM lajjAdinA samyak prasArABAvAt saNkocoya tra . apANgadarSane kawAkza pAte	183	0046,a
akzIva	na0	na kzIvate mAdyati kzIva	ka, kta vA na0 ta0	akzIva na0 na kzIvate mAdyati kzIva — ka, kta vA na0 ta0 . SoBAYjane (sajanA) sAmudralavaRe ca . mattaBinne tri0 . bAntoyamityanye .	184	0046,a
akzu	na0	akza	u	akzu na0 akza — u . SIGre . “ jUrRo makzuvAhaMsoyajatrA ” iti vedaH .	185	0046,a
akzuDya				akzuDya tri0 akzuDe hitam akzuD + yat . kzuDABAvasADane dravye . “ akzuDyA atfzyAste gfhAmAsmadbiBItaneti ” vedaH .	186	0046,a
akzetra				akzetra na0 apraSastaM kzetraM na0 ta0 . SasyAnutpAdake kzetre upadeSAnarhe Sizye, apAtre ca . “ akzetre bIjamut- sfzwamantarEva vinaSyatIti ” purA0 .	187	0046,a
akzetravid				akzetravid tri0 kzetraM dehatattvaM tattvato na jAnAti vida — kvip asa0 sa0 . kzetratattvAnaBijYe Atmatvena dehABimAnini jIve . “ akzetravid kzetramidaM hyaprAw prEti kzetravidA- nuSizwa ” iti vedaH .	188	0046,a
akzetrin				akzetrin pu0 kzetraM SasyotpattisTAnaM kalatraM vA matvarTe ini na0 ta0 . kzetrasvAmiBinne . “ ye'kzetriRo bIjavantaH parakzetre pravApina iti ” smftiH .	189	0046,a
akzowa				akzowa pu0 akza — owa akzasyaviBItakasyeva uwAni parRRAnyasya vA . parvvatIyapIluBede (AKarowa) svArTe kan tatrEva .	190	0046,a
akzoqa				akzoqa pu0 akza — oqa akzaH viBItaka iva oqati patrEH saM- hanyate uqa — ac vA . parvvatIyapIluvfkze (AKarowa) svArTe kan tatrEva .	191	0046,a
akzoBya	tri0	kzoByate vicAlyate kzuBa	Ric karmmaRi yat na0 ta0	akzoBya tri0 kzoByate vicAlyate kzuBa — Ric karmmaRi yat na0 ta0 . BramayitumaSakye “ ikzvAkubalamakzoByamiti ” purA0 . tantrokte dvitIyavidyAmantropAsake taddevatAyAH Sirasi nAgarUpeRa sTite fziBede 	192	0046,a
akzoByakavaca				akzoByakavaca na0 akzoBAya hitamakzoByaM karmma0 . tantrokte kavacaBede tacca tantrasAre drazwavyam .	193	0046,a
akzOhiRI				akzOhiRI strI UhaH samUhaH saMvikalpakajYAnaM vA so'syA- masti ini, akzARAM raTAnAM sarvvezAmindriyARAm “ vA UhinI RatvaM vfdDiSca . raTagajaturaNgapadAti — saMKyAviSezA- nvite senAsamUhe . “ akzOhiRy	194	0046,b
akzRa	tri0	aSnute vyApnoti aSa	ksna	akzRa tri0 aSnute vyApnoti aSa — ksna . vyApake aKaRqe kAle na0 akzRayA dakziRe'Mse SreRyAM SreRyAmaMse, iti vedaH .	195	0046,b
aKawwa	pu0	Kawwa	ac na0 ta0	aKawwa pu0 Kawwa — ac na0 ta0 . piyAlavfkze (piyAsAla)	196	0046,b
aKawwi	strI	Kawwa	i na0 ta0 vA NIp	aKawwi strI Kawwa — i na0 ta0 vA NIp . aSizwavyavahAre .	197	0046,b
aKaRqa	tri0	Kaqi	GaY na0 ta0	aKaRqa tri0 Kaqi — GaY na0 ta0 . saMpUrRe, sakale “ aKa- RqasAmrAjyapatitatvametIti ” jAtakam KaRqaBinne pu0 na0 .	198	0046,b
aKaRqana				aKaRqana pu0 na KaRqyate niravayavatvAt Kaqi — lyuw na0 ta0 KaRqanAnarhe paramAtmani, pUrRe tri0 .	199	0046,b
aKaRqita	tri0	Kaqi	kta na0 ta0	aKaRqita tri0 Kaqi — kta na0 ta0 . sampUrRe, “ KaRqitaBinne ca .	200	0046,b
aKaRqitarttu				aKaRqitarttu pu0 aKaRqitaH ftuH tatsampat puzpAdi- prasavarUpA yatra puzpAdi — sarvasampadyukte ftukAle .	201	0046,b
aKalIkAra				aKalIkAra pu0 na KalaH aKalastasya kAraH aKala + cvi — kf — GaY . saprayojanatAviDAne aKalAnyaTAsampAdane .	202	0046,b
aKewika	pu0	na KewatyasmAt Kiwa	Baye zikan	aKewika pu0 na KewatyasmAt Kiwa — Baye zikan . vfkzamAtre .	203	0046,b
aKAta	pu0	na0 Kana	kta na0 ta0	aKAta pu0 na0 Kana — kta na0 ta0 . devaKAte, manuzyAdyaKAte ca . KAtaBinne tri0 . “ KAtamaKAtamuta saktamiti ” vedaH .	204	0046,b
aKAdya	tri0	KAda	arhArTe Ryat na0 ta0	aKAdya tri0 KAda — arhArTe Ryat na0 ta0 . BojanAnarhe gomAMsAdO, BakzyaBinne ca .	205	0046,b
aKidra	tri0	Kida	rak na0 ta0	aKidra tri0 Kida — rak na0 ta0 . Kedarahite “ marutoyAtemaKi drayAmaBiriti ” vedaH .	206	0046,b
aKinna	tri0	Kida	BAve kta ta0 ba0	aKinna tri0 Kida — BAve kta ta0 ba0 . kleSarahite anAyA- sasADye karmmaRi Kedarahite karttari ca . karttari kta na0 ta0 . aklizwe .	207	0046,b
aKila	tri0	na Kilyate na kaRaSaAdIyate Kila	ka na0 ta0	aKila tri0 na Kilyate na kaRaSaAdIyate Kila — ka na0 ta0 . samagre . KilABinne kfzwaBUmyAdO strI . nAsti KilamavaSizwaM yasya SezaSUnye “ vedo'KiloDarmma- mUlaM smftiSIle ca tadvidAmiti ” manuH . tena	208	0046,b
aga				aga idit gatO BvAdi0 para0 . aNgati . ANgIt . lyuw aNganam asun aNgaH .	209	0047,a
aga				aga vakragatO BvAdi0 para0 GawAdi . agati AgIt . agayati .	210	0047,a
aga	pu0	na gacCatIti gama	qa na0 ta0	aga pu0 na gacCatIti gama — qa na0 ta0 . vfkze, parvvate, ca . gamanAkarttari SUdrAdO tri0 . na gacCati vakragatyA paScimam . sUrye tasya hi vakragatyaBAvaH jyotizaprasidDaH . “ vakraSIGragatiScEva Ba	211	0047,a
agacCa	pu0	gama	bA0 Sa na0 ta0	agacCa pu0 gama — bA0 Sa na0 ta0 . vfkze .	212	0047,a
agaja	na0	agAt parvataSilAto jAyate jana	qa	agaja na0 agAt parvataSilAto jAyate jana — qa . SilA- jatudravye . parvatajAtamAtre tri0 .	213	0047,a
agaRya	tri0	gaRayitumaSakyam gaRa	SakyArTe yat na0 ta0	agaRya tri0 gaRayitumaSakyam gaRa — SakyArTe yat na0 ta0 . gaRayitumaSakye asaMKye . “ guREragaRyEratiSIlaSAliBi- riti ” . arhe yat na0 ta0 . gaRanAnarhe, akiYcitkare tri0 .	214	0047,a
agati	strI	gama	ktin na0 ta0	agati strI gama — ktin na0 ta0 . upAyABAve . bahu0 . gatiSUnye, upAyaSUnye ca tri0 . svArTe kan, SezAdvA kap tatrEvArTe tri0 “ mAmagatikamiti ” SaNkarAcAryyaH .	215	0047,a
agada				agada pu0 nAsti gado rogo yasmAt 5 ba0 . OzaDe 6 ba0 . “ OzaDAnyagadovidyA dEvI ca viviDA sTitiH . tapasEva prasiDyantIti ” purARam . rogaSUnye tri0 . gada — BAzaRe ac — na0 ta0 . akaTake tri0 .	216	0047,a
agada				agada nIrogatve kaRqvA0 para0 . agadyati AgadyIt — AgadIt .	217	0047,a
agadaNkAra	pu0	agadaM karoti agada + kf	aR mum ca	agadaNkAra pu0 agadaM karoti agada + kf — aR mum ca . vEdye .	218	0047,a
agama	pu0	na gacCatIti gama	ac na0 ta0	agama pu0 na gacCatIti gama — ac na0 ta0 . vfkze . agantari tri0 .	219	0047,a
agamya				agamya tri0 na — gantumarhati gama — yat na0 ta0 . gamanAnarhe “ agamyA sA Bavattatra yatrABUt sa mahAraRa iti ” caRqI . antyajAtistriyAM strI . “ agamyAM ca striyaM gatveti ” “ agamyAgamanaYcEva jAti	220	0047,a
agarI				agarI strI nAsti garo vizaM yasyAH 5 ba0 gO0 NIz . mUzika- vizahAriRi devatAqavfkze . vizahAriRi dravyamAtre tri0 .	221	0047,a
agaru	na0	na girati gF	u na0 ta0	agaru na0 na girati gF — u na0 ta0 . svanAmaprasidDe aguru- [Page0047-b+ 38] candane . “ kOsumasrajametAYca candanAgarucarcitAmiti ” durgApUjAmantraH “ candanAguru ” iti pAWAntaram .	222	0047,a
agarhita				agarhita tri0 na0 ta0 . ninditaBinne SudDe, “ yatkiYcit- snehasaMyuktaM BakzyaM Bojyamagarhitamiti ” smftiH .	223	0047,b
agasti	pu0	agaM vinDyAcalam asyati as	ktic Saka- nDvAdi0	agasti pu0 agaM vinDyAcalam asyati as — ktic Saka- nDvAdi0 . agastyanAmake munO . agastyasyApatyAni bahuzu yaYoluk . tadgotrApatyezu ba0 va0 . tatsambanDitvAt dakziRyAM diSi . agastyajanmakaTA ca . “ 	224	0047,b
agastidru				agastidru pu0 agastipriyaH drurvfkzaH SAka0 ta0 . vakavfkze . agastivfkzAdayopyatra .	225	0047,b
agastya	pu0	agaM vinDyAcalaM styAyati staBnAti styE	ka	agastya pu0 agaM vinDyAcalaM styAyati staBnAti styE — ka . agastyanAmake munO . agastyacaritAmASAM pratasTe dig- jigIzayeti ” raGuH . yaskA0 yaY . Agastyastadapatye .	226	0047,b
agastyagItA				agastyagItA strI agastyena gItA vidyABedaH . BArate SAntiparvaRi prasidDe vidyABede .	227	0047,b
agastyacAra				agastyacAra pu0 agastyasya nakzatrarUpeRa dakziRasTasya cAraH SuBASuBasUcakagatyAdi . varAhasaMhitokte agastyanAmaka- nakzatrasya udayAdO . yaTA “ vinDyamastamBayadyaSca tasyodayaH SrUyatAm ” ityupakr	228	0047,b
agastyasaMhitA				agastyasaMhitA strI agastyanirmitA saMhitA . rAmacandra- vizRuvAmanAdipUjetikarttavyatAboDake SAstraBede .	229	0048,a
agastyodaya				agastyodaya pu0 agastyasya nakzatrarUpeRa dakziRasTasya udayaH . agastyanakzatrodaye tasya ca nakzatrasya dakziRasTitatvena uttaradigvAsinAM sarvadA darSanayogyatA nAsti, tasyodayaSca BAdraSeze Bavati	230	0048,a
agADa				agADa tri0 gADa — pratizWAyAm GaY — na0 ba0 . atigaBIre . Cidre na0 . gADaH nimnasImA sa nAsti yasyeti . nIcasImArahite “ sAsmyagADe Baye magneti ” purA0 durboDe ca . “ agADasyAnaGAguRA ” ityamaraH .	231	0048,a
agADajala				agADajala pu0 agADaM jalamatra . atigaBIrajale hrade .	232	0048,a
agAra				agAra na0 agam na gacCantamfcCati prApnoti aga + f- aR . gfhe . “ tatrAgAraM DanapatigfhAniti meGa0 .	233	0048,a
agira	pu0	na gIryyate duHKena gF	bA0 ka na0 ta0	agira pu0 na gIryyate duHKena gF — bA0 ka na0 ta0 . svarge .	234	0048,a
agirOkas				agirOkas pu0 agiraH svarga okovAsasTAnaM yasya . deve .	235	0048,a
agu				agu pu0 na gOH kiraRo'sya . rAhugrahe sUryyAlokABAve tamasi . goSUnye tri0 .	236	0048,a
aguRa				aguRa pu0 na0 ta0 . guRaviroDini doze . “ tadvaH sarvaM pravakzyAmi prasave ca guRAguRamiti ” smftiH na0 ba0 . guRarahite tri0 “ BaktiprItipraRayasahitaM mAnadamBAdyapetaM ceto'smAkaM guRavada- guRaM 	237	0048,a
aguru				aguru na0 na gururyasmAt . svanAmaprasidDe, agurucandane “ DUpEScAguruganDiBiriti ” SiMSapA vfkze (SiSu) ca . guru- Binne, upadeSakaSUnye tri0 . guruvarRRaBinne laGuvarRRe pu0 [Page0048-b+ 38] “ aguru	238	0048,a
aguruSiMSapA				aguruSiMSapA strI aguruHsAro yasyAH tAdfSI SiMSapA maDyapadalopita0 . (SiSu) iti prasidDe SiMSapAvfkze .	239	0048,b
agUQaganDa				agUQaganDa na0 na gUQo ganDo yasya 6 ba0 . hiNgudravye . tanni- ryAsasyotkawaganDatvAttaTA . aguhyasOraBe dravyamAtre tri0 .	240	0048,b
agfBIta				agfBIta tri0 na gfhItam CAndasatvAt hasya BaH . agf- hIte, “ jayajaya jahyajAmagfBItaguRAmiti, BAga0 Sru0 .	241	0048,b
agOkas				agOkas pu0 agaH parvata okaH sTAnaM yasya . SaraBe paSO parvatavAsini tri0 .	242	0048,b
agnAmarut				agnAmarut pu0 dvi0 dva0 AnaN . ekahaviruddeSyayo stannAmnordevayoH . tO devate asya aR . AgnimA- rutaM haviH .	243	0048,b
agnAvizRu				agnAvizRu pu0 dvi0 dva0 AnaN . ekahavirBoktrostannAmakayordevayoH .	244	0048,b
agnAyI	strI	agni + EN	NIz	agnAyI strI agni + EN — NIz . agneryoziti svAhA KyAyAm . “ varuRAnI nacAgnAyI tasyAH simantinI samevi ” BawwiH . sA ca dakzakanyA tasyAScAgnipriyatAkaTA mahABArate “ dakzasyAhaM priyA kanyA svAhA nAma	245	0048,b
agni	pu0	aNgati UrdDvaM gacCati agi	ni nalopaH	agni pu0 aNgati UrdDvaM gacCati agi — ni nalopaH . agnO svanAmaprasidDe tejoBede, tejasi AkASAdvAyurvAyo- ragniragnerApodByaH pfTivI, iti ” SrutiH . tatra tejaHpadArTastAvaddviviDaH sUkzmaH sTUlaSca .	246	0048,b
agnika	pu0	agnivat kAyati prakASate kE	ka	agnika pu0 agnivat kAyati prakASate kE — ka . indragopakIwe .	247	0054,a
agnikaRa				agnikaRa pu0 agneH kaRaH 6 ta0 . agnicyutakzudrAMSe .	248	0054,a
agnikarmman				agnikarmman na0 agnO karmma 7 ta0 . home agnihotrAdO “ agnikarmma tataH kftveti ” smftiH agnikAryyAdayo'- pyatraM na0 .	249	0054,a
agnikalA				agnikalA strI 6 ta0 agneravayavaBede . sA ca daSaviDA tAsAYca yAdilAntavarRadevatAtvaM yaToktaM SAradAtilake . “ DUmrA- rccirUzmA jvalinI jvAlinI visPuliNginI . suSrIH surUpA kapilA havyakavyavahe api	250	0054,a
agnikArikA				agnikArikA strI agniM karoti ADatte karaRe karttf- [Page0054-b+ 38] tvopacArAt karttari Rvul . agnyADAnasADaneagnI- DrAyAmfci . sA ca agniM dUtaM purodaDe, ityAdyA yaju- rvede evamanyavede'pyanusanDey	251	0054,a
agnikAzWa				agnikAzWa na0 agneH uddIpanaM kAzWam SA0 ta0 . agurukAzWe .	252	0054,b
agnikukkuwa				agnikukkuwa pu0 agneH kukkuwa iva raktavarRasPuliNgavattvAt . jvaladagnivyAptatfRapuYje (nuqA) iti KyAte .	253	0054,b
agnikuRqa				agnikuRqa na0 agnerADAnArTaM kuRqam . agnyADAnArTe sTAnaBede tatsTAnavivaraRaM kuRqaSabde'nusanDeyam .	254	0054,b
agnikumAra				agnikumAra pu0 6 ta0 . kArttikeye tasyAgniretojAtatvamuktaM mahABArate vanaparvaRi 223 aDyAye saptarzipatnIrUpadarSanAt jAtasmaravikArasyAgnestezAM gArhapatya — praveSena aniSaM taddarSa- nena jAtADik	255	0054,b
agniketu				agniketu pu0 agneH keturiva . DUme tasyAgnipraBavatvena taccihnIBUtatvam gagane udDUyamAnatvAt tatpatAkatvaYca .	256	0055,a
agnikoRa				agnikoRa pu0 agneH agnidevatAkaH koRaH antarAladik 6 ta0 . agnidEvatye pUrvvadakziRayormaDye digBAge . “ indrovahniH pitfpatirnErftovaruRomarut . kuberaISaH patayaH pUrvvAdInAM diSAM kramAt ” ityukteH	257	0055,a
agnigarBa				agnigarBa pu0 agniriva jArako garBo'sya . agnijAravfkze . agnirgarBe'sya . sUryyakAntamaRO (Atasi) tasya sUryya- kiraRasamparkAt agnyutTApakatvAttaTAtvam . agnimanTana kAzWarUpAraRO ca . agniH sTito g	258	0055,a
