key	key_stem	linga	vyutpatti	nirvacana	base	chain	pratyaya	qualifier	unadi_ref	sutra_quoted	lnum	page	unadi_ref_project	unadi_match
uttaMsaH	uttaMsa	puM	uttaMsayati uttaMsyate'nena vA tasiH sOtro BUzArTaH . paYcAdyac halaSceti GaY vA .	uttaMsayati uttaMsyate'nena vA tasiH sOtro BUzArTaH . paYcAdyac halaSceti GaY vA .							4497	1-224-a		
uttaptaM	uttapta	klI	ut + tapa + ktaH .		ut	ut + tapa + ktaH	ktaH	tapa +			4498	1-224-a		
uttaptaH	uttapta										4499	1-224-a		
uttaBitaM	uttaBita										4500	1-224-a		
uttamaH	uttama	tri	atiSayena utkfzwaH . ut + tamap . dravyaprakarzArTatvAnnAm . yadvA uttAmyati tamu ac uttamyate vA GaY . nodAtteti na vfdDiH .	atiSayena utkfzwaH	ut	ut + tamap . dravyaprakarzArTatvAnnAm . yadvA uttAmyati tamu ac uttamyate vA GaY . nodAtteti na vfdDiH	vfdDiH	tamap dravyaprakarzArTatvAnnAm yadvA uttAmyati tamu ac uttamyate vA GaY nodAtteti na			4501	1-224-a		
uttamaH	uttama										4502	1-224-a		
uttamaPalinI	uttamaPalinI	strI	uttamaPalaM vidyate yasyAH . uttamaPala + nin + NIp .	uttamaPalaM vidyate yasyAH	uttamaPala	uttamaPala + nin + NIp	NIp	nin +			4503	1-224-a		
uttamarRaH	uttamarRa	puM	uttamamfRamasya . fRamADamarRye iti sUtre ADamarRyaSabdena vyavahAraviSezo lakzyate .	uttamamfRamasya . fRamADamarRye iti sUtre ADamarRyaSabdena vyavahAraviSezo lakzyate .							4504	1-224-b		
uttamasaMgrahaH	uttamasaMgraha	puM	uttamaH saMgraho yasmin .	uttamaH saMgraho yasmin .							4505	1-224-b		
uttamasAhasaH	uttamasAhasa	puM	uttamaH sAhaso'styasmin .	uttamaH sAhaso'styasmin .							4506	1-224-b		
uttamA	uttamA	strI	atiSayena utkfzwA . ut + tamap + wAp .	atiSayena utkfzwA	ut	ut + tamap + wAp	wAp	tamap +			4507	1-224-b		
uttamANgaM	uttamANga	klI	uttamaM praSamtamaNgaM .	uttamaM praSamtamaNgaM .							4508	1-224-b		
uttamAraRI	uttamAraRI										4509	1-224-b		
uttaraM	uttara	klI	ut + tF + ap .		ut	ut + tF + ap	ap	tF +			4510	1-224-b		
uttaraH	uttara										4511	1-224-c		
uttaraH	uttara	tri	udatiSayena udgataH . ut + tarap .	udatiSayena udgataH	ut	ut + tarap	tarap				4512	1-224-c		
uttarakAlaH	uttarakAla	puM	uttaraH kAlaH .	uttaraH kAlaH .							4513	1-224-c		
uttarakuruH	uttarakuru	strI	uttaraH kuruH .	uttaraH kuruH .							4514	1-224-c		
uttarakoSalA	uttarakoSalA	strI	uttre sTitA koSalA .	uttre sTitA koSalA .							4515	1-224-c		
uttarakriyA	uttarakriyA	strI	uttarA antimA kriyA .	uttarA antimA kriyA .							4516	1-224-c		
uttaraNgaM	uttaraNga										4517	1-224-c		
uttaraRaM	uttaraRa	klI	ut + tF + lyuw .		ut	ut + tF + lyuw	lyuw	tF +			4518	1-224-c		
uttarataH	uttarata	[s] vya	uttara + svArTe + atasuc .		uttara	uttara + svArTe + atasuc	atasuc	svArTe +			4519	1-225-a		
uttaratAraM	uttaratAra	klI	uttaramaparaM tAraM .	uttaramaparaM tAraM .							4520	1-225-a		
uttarapakzaH	uttarapakza										4521	1-225-a		
uttarapAdaH	uttarapAda	puM	uttaraH pAdaH .	uttaraH pAdaH .							4522	1-225-a		
uttaraPalgunI	uttaraPalgunI	strI	uttarA PalgunI .	uttarA PalgunI .							4523	1-225-a		
uttaraPAlgunI	uttaraPAlgunI	strI	uttarA PAlgunI .	uttarA PAlgunI .							4524	1-225-a		
uttaraBAdrapat	uttaraBAdrapat	[d] strI	uttarA BAdrapat .	uttarA BAdrapat .							4525	1-225-a		
uttaraBAdrapadA	uttaraBAdrapadA	strI	uttarA BAdrapadA .	uttarA BAdrapadA .							4526	1-225-a		
uttaravAdI	uttaravAdI	[n] tri	uttaraM vadati yaH . uttara + vada + Rin .	uttaraM vadati yaH	uttara	uttara + vada + Rin	Rin	vada +			4527	1-225-a		
uttarasAkzI	uttarasAkzI										4528	1-225-b		
uttarasADakaH	uttarasADaka										4529	1-225-b		
uttarA	uttarA	strI	uttara + wAp .		uttara	uttara + wAp	wAp				4530	1-225-b		
uttarAt	uttarAt	vya	uttarADaradakziRAdAti iti uttarA- dAtipratyayaH .	uttarADaradakziRAdAti iti uttarA- dAtipratyayaH .							4531	1-225-b		
uttarADikArI	uttarADikArI	[n] tri	uttaraM pUrvvasvAmikasvattva- nASAnantaraM aDikaroti pUrvvasvAmikaDane svA- myamApnotIti . uttara + aDi + kf + Rin .	uttaraM pUrvvasvAmikasvattva- nASAnantaraM aDikaroti pUrvvasvAmikaDane svA- myamApnotIti	uttara	uttara + aDi + kf + Rin	Rin	aDi + kf +			4532	1-225-b		
uttarABAsaH	uttarABAsa	puM	saduttaram iva ABAsate . AN + BAsa + ac .	saduttaram iva ABAsate	AN	AN + BAsa + ac	ac	BAsa +			4533	1-225-b		
uttarAyaRaM	uttarAyaRa	klI	uttarA uttarasyAM ayanaM sUryyAde- rgamanam . pUrvvapadAtsaMjYAyAmiti Ratvam .	uttarA uttarasyAM ayanaM sUryyAde- rgamanam . pUrvvapadAtsaMjYAyAmiti Ratvam .							4534	1-225-b		
uttarASAQA	uttarASAQA	strI	uttarA ASAQA .	uttarA ASAQA .							4535	1-225-c		
uttarASApatiH	uttarASApati	puM	uttarASAyAH uttaradiSaH aDi- patiH aDizWAtA .	uttarASAyAH uttaradiSaH aDi- patiH aDizWAtA .							4536	1-225-c		
uttarAzAQA	uttarAzAQA	strI	uttarA AzAQA .	uttarA AzAQA .							4537	1-225-c		
uttarAsaNgaH	uttarAsaNga	puM	uttare UrdDvaBAge Asajyate . uttara + A + saYja + GaY .	uttare UrdDvaBAge Asajyate	uttara	uttara + A + saYja + GaY	GaY	A + saYja +			4538	1-225-c		
uttarIyaM	uttarIya	klI	uttarasmin UrdDvadehaBAge Bavam . uttara + Ca .	uttarasmin UrdDvadehaBAge Bavam	uttara	uttara + Ca	Ca				4539	1-225-c		
uttareRa	uttareRa	vya	uttara + enap .		uttara	uttara + enap	enap				4540	1-225-c		
uttaredyuH	uttaredyu	[s] vya	uttarasminnahani ityarTe sadyaH- paruditi uttaraSabdAdedyus pratyayo nipAtitaH .	uttarasminnahani ityarTe sadyaH- paruditi uttaraSabdAdedyus pratyayo nipAtitaH .							4541	1-225-c		
uttAnaM	uttAna	tri	udgatastAno vistAro yasmAt .	udgatastAno vistAro yasmAt .							4542	1-225-c		
uttAnakaH	uttAnaka	puM	ut + tana + Rvul .		ut	ut + tana + Rvul	Rvul	tana +			4543	1-226-a		
uttAnapatrakaH	uttAnapatraka	puM	uttAnaM UrdDvamuKaM patraM yasya . bahuvrIhyarTe kan .	uttAnaM UrdDvamuKaM patraM yasya . bahuvrIhyarTe kan .							4544	1-226-a		
uttAnapAdaH	uttAnapAda	puM	uttAnaH unnataH pAdaH padaM yasya .	uttAnaH unnataH pAdaH padaM yasya .							4545	1-226-a		
uttAnapAdajaH	uttAnapAdaja	puM	uttAnapAdAt jAyate yaH . uttAna- pAda + jan + qa .	uttAnapAdAt jAyate yaH	uttAna- pAda	uttAna- pAda + jan + qa	qa	jan +			4546	1-226-a		
uttAnaSayaH	uttAnaSaya	tri	uttAnaH Sete . SINa Sayane pArSvA- dizUpasaMKyAnamiti ac .	uttAnaH Sete . SINa Sayane pArSvA- dizUpasaMKyAnamiti ac .							4547	1-226-a		
uttApaH	uttApa	puM	ut + tap + GaY .		ut	ut + tap + GaY	GaY	tap +			4548	1-226-a		
uttAraH	uttAra	tri	ut + tF + GaY .		ut	ut + tF + GaY	GaY	tF +			4549	1-226-a		
uttArI	uttArI	[n] tri	ut + tF + Rin .		ut	ut + tF + Rin	Rin	tF +			4550	1-226-a		
uttAlaH	uttAla	tri	ut + tal + GaY .		ut	ut + tal + GaY	GaY	tal +			4551	1-226-a		
uttIrRaM	uttIrRa	tri	ut + tF + kta .		ut	ut + tF + kta	kta	tF +			4552	1-226-b		
uttuNgaH	uttuNga	tri	ut atiSayena tuNgaH .	ut atiSayena tuNgaH .							4553	1-226-b		
uttuzaH	uttuza	puM	udgatastuzo DAnyatvak yasmAt .	udgatastuzo DAnyatvak yasmAt .							4554	1-226-b		
uttejanA	uttejanA	strI	ut + tij + Ric + yuc .		ut	ut + tij + Ric + yuc	yuc	tij + Ric +			4555	1-226-b		
uttejitaM	uttejita	klI	ut + tij + Ric + kta .		ut	ut + tij + Ric + kta	kta	tij + Ric +			4556	1-226-b		
utteritaM	utterita	klI	ut + tF + itac .		ut	ut + tF + itac	itac	tF +			4557	1-226-b		
uttolanaM	uttolana	klI	ut + tul + lyuw .		ut	ut + tul + lyuw	lyuw	tul +			4558	1-226-b		
uttyaktaH	uttyakta	tri	ut + tyaj + kta .		ut	ut + tyaj + kta	kta	tyaj +			4559	1-226-b		
uttrAsaH	uttrAsa	puM	ut + tras + GaY .		ut	ut + tras + GaY	GaY	tras +			4560	1-226-b		
utTAnaM	utTAna	klI	ut + sTA + lyuw .		ut	ut + sTA + lyuw	lyuw	sTA +			4561	1-226-b		
utTAnEkAdaSI	utTAnEkAdaSI	strI	utTAnAya hareH praboDanAya [Page1-226-c+ 52] yA ekAdaSI . asyAM BagavAn kzIrodaSayAno nArAyaRaH yoganidrAM vihAya uttizWati .		utTAnAya hareH praboDanAya [Page1-226-c	utTAnAya hareH praboDanAya [Page1-226-c + 52] yA ekAdaSI . asyAM BagavAn kzIrodaSayAno nArAyaRaH yoganidrAM vihAya uttizWati	uttizWati	52] yA ekAdaSI asyAM BagavAn kzIrodaSayAno nArAyaRaH yoganidrAM vihAya			4562	1-226-b		
utTApanaM	utTApana	klI	ut + sTA + Ric + lyuw .		ut	ut + sTA + Ric + lyuw	lyuw	sTA + Ric +			4563	1-226-c		
utTitaM	utTita	tri	ut + sTA + kta .		ut	ut + sTA + kta	kta	sTA +			4564	1-226-c		
utTitANguliH	utTitANguli	puM	utTitA aNgulayo yatra .	utTitA aNgulayo yatra .							4565	1-226-c		
utpataH	utpata	puM	ut UrdDve patati gacCati . ut + pat + ac .	ut UrdDve patati gacCati	ut	ut + pat + ac	ac	pat +			4566	1-226-c		
utpatanaM	utpatana	klI	u + pat + lyuw .		u	u + pat + lyuw	lyuw	pat +			4567	1-226-c		
utpatitA	utpatitA	[f] tri	ut + pat + tfc .		ut	ut + pat + tfc	tfc	pat +			4568	1-226-c		
utpatizRuH	utpatizRu	tri	ut + pat + izRuc .		ut	ut + pat + izRuc	izRuc	pat +			4569	1-226-c		
utpattiH	utpatti	strI	ut + pat + ktin .		ut	ut + pat + ktin	ktin	pat +			4570	1-226-c		
utpannaH	utpanna	tri	ut + pad + kta .		ut	ut + pad + kta	kta	pad +			4571	1-227-a		
utpalaM	utpala	klI	utpalatIti . pala gatO pacAdyac .	utpalatIti . pala gatO pacAdyac .							4572	1-227-a		
utpalaH	utpala	tri	udgataM palaM mAMsaM yasmAt saH .	udgataM palaM mAMsaM yasmAt saH .							4573	1-227-a		
utpalaganDikaM	utpalaganDika	klI	utpalasya ganDEva ganDo yasya . sa- mAse it saMjYAyAM kan .	utpalasya ganDEva ganDo yasya . sa- mAse it saMjYAyAM kan .							4574	1-227-a		
utpalapatraM	utpalapatra	klI	utpalasya patram . naKakzatapakze patra- miva .	utpalasya patram . naKakzatapakze patra- miva .							4575	1-227-a		
utpalaSArivA	utpalaSArivA	strI	utpalamastyasyAH utpalAkAra- puzpatvAt . arSa Adyac . yadvA udyataM palamanayA . tataH utpalA cAsO SArivA ceti .	utpalamastyasyAH utpalAkAra- puzpatvAt . arSa Adyac . yadvA udyataM palamanayA . tataH utpalA cAsO SArivA ceti .							4576	1-227-a		
utpalinI	utpalinI	strI	utpalAni santi asyAM tezAM samUho vA . utpala + ini + NIp .	utpalAni santi asyAM tezAM samUho vA	utpala	utpala + ini + NIp	NIp	ini +			4577	1-227-a		
utpalI	utpalI										4578	1-227-b		
utpavanaM	utpavana	klI	ut + pU + lyuw .		ut	ut + pU + lyuw	lyuw	pU +			4579	1-227-b		
utpaSyaH	utpaSya	tri	udUrdDvaM paSyatIti + ut + dfS + Sa .		udUrdDvaM paSyatIti	udUrdDvaM paSyatIti + ut + dfS + Sa	Sa	ut + dfS +			4580	1-227-b		
utpAwanaM	utpAwana	klI	ut + paw + Ric + lyuw .		ut	ut + paw + Ric + lyuw	lyuw	paw + Ric +			4581	1-227-b		
utpAwitaM	utpAwita	tri	ut + pawa + Ric + kta .		ut	ut + pawa + Ric + kta	kta	pawa + Ric +			4582	1-227-b		
utpAtaH	utpAta	puM	ut + pat + GaY .		ut	ut + pat + GaY	GaY	pat +			4583	1-227-b		
utpAdakaH	utpAdaka	puM	ut + pada + Ric + Rvul .		ut	ut + pada + Ric + Rvul	Rvul	pada + Ric +			4584	1-227-c		
utpAdakaH	utpAdaka	tri	utpAdayatIti . ut + pad + Ric + Rvul .	utpAdayatIti	ut	ut + pad + Ric + Rvul	Rvul	pad + Ric +			4585	1-227-c		
utpAdanaM	utpAdana	klI	ut + pad + Ric + lyuw .		ut	ut + pad + Ric + lyuw	lyuw	pad + Ric +			4586	1-227-c		
utpAdaSayanaH	utpAdaSayana	puM strI	utpAda UrdDapAdaH san Sete yaH saH . utpAda + SI + lyu .	utpAda UrdDapAdaH san Sete yaH saH	utpAda	utpAda + SI + lyu	lyu	SI +			4587	1-227-c		
utpAdikA	utpAdikA	strI	ut + pad + Ric + Rvul + wAp .		ut	ut + pad + Ric + Rvul + wAp	wAp	pad + Ric + Rvul +			4588	1-227-c		
utpAlI	utpAlI	strI	ut + pal + GaY + NIz .		ut	ut + pal + GaY + NIz	NIz	pal + GaY +			4589	1-227-c		
utpiYjalaH	utpiYjala	tri	udatiSayaH piYjalo vyagraH .	udatiSayaH piYjalo vyagraH .							4590	1-227-c		
utprekzA	utprekzA	strI	utpekzate iti ut + pra + Ikza + a + wAp .		utpekzate iti ut	utpekzate iti ut + pra + Ikza + a + wAp	wAp	pra + Ikza + a +			4591	1-228-a		
utaplavanaM	utaplavana	klI	ut + plu + lyuw .		ut	ut + plu + lyuw	lyuw	plu +			4592	1-228-a		
utplavA	utplavA	strI	ut + plu + ac + wAp .		ut	ut + plu + ac + wAp	wAp	plu + ac +			4593	1-228-a		
utPAlaH	utPAla	puM	ut + Pal + GaY .		ut	ut + Pal + GaY	GaY	Pal +			4594	1-228-a		
utPullaH	utPulla	tri	utPalatIti . ut + Pal + kta . AditaScetIqaBAvaH utPullasaMPullayorupasaMKyAna- miti nizWAtasya laH .	utPalatIti	ut	ut + Pal + kta . AditaScetIqaBAvaH utPullasaMPullayorupasaMKyAna- miti nizWAtasya laH	laH	Pal + kta AditaScetIqaBAvaH utPullasaMPullayorupasaMKyAna- miti nizWAtasya			4595	1-228-a		
utmaH	utma	puM	unatti jalena . unda + undiguDikuziBya- Sceti saH . kidityanuvftterna lopaH .	unatti jalena	unda	unda + undiguDikuziBya- Sceti saH . kidityanuvftterna lopaH	lopaH	undiguDikuziBya- Sceti saH kidityanuvftterna			4596	1-228-a		
utmaNgaH	utmaNga	puM	utamvajate milati yatra . ut + saYja + GaY .	utamvajate milati yatra	ut	ut + saYja + GaY	GaY	saYja +			4597	1-228-a		
utsargaH	utsarga										4598	1-228-b		
utsarjanaM	utsarjana	klI	ut + sfj + lyuw .		ut	ut + sfj + lyuw	lyuw	sfj +			4599	1-228-b		
utsarpiRI	utsarpiRI	strI	ut + sfp + Rini + NIz . ut- sarpatIti vAkye vAcyaliNga eva .		ut	ut + sfp + Rini + NIz . ut- sarpatIti vAkye vAcyaliNga eva	eva	sfp + Rini + NIz ut- sarpatIti vAkye vAcyaliNga			4600	1-228-b		
utsaryyA	utsaryyA	strI	ut + sf + Ryat .		ut	ut + sf + Ryat	Ryat	sf +			4601	1-228-c		
utsavaH	utsava	puM	ut + sU + ac .		ut	ut + sU + ac	ac	sU +			4602	1-228-c		
utsAdanaM	utsAdana	klI	ut + sad + Ric + lyuw .		ut	ut + sad + Ric + lyuw	lyuw	sad + Ric +			4603	1-228-c		
utsAditaM	utsAdita	tri	ut + sad + Ric + ktA .		ut	ut + sad + Ric + ktA	ktA	sad + Ric +			4604	1-228-c		
utsArakaH	utsAraka	puM	utsAryyante praBudvArato'nena iti . ut + sf + Ric + vuR .	utsAryyante praBudvArato'nena iti	ut	ut + sf + Ric + vuR	vuR	sf + Ric +			4605	1-228-c		
utsAraRaM	utsAraRa	klI	ut + sf + Ric + lyuw .		ut	ut + sf + Ric + lyuw	lyuw	sf + Ric +			4606	1-228-c		
utsAhaH	utsAha	puM	ut + sah + GaY .		ut	ut + sah + GaY	GaY	sah +			4607	1-228-c		
utsAhavardDanaM	utsAhavardDana	klI	utsAhaM vardDayati yat . utsAha + vfDa + lyuw .	utsAhaM vardDayati yat	utsAha	utsAha + vfDa + lyuw	lyuw	vfDa +			4608	1-228-c		
utsiktaH	utsikta	tri	ut + sic + kta .		ut	ut + sic + kta	kta	sic +			4609	1-229-a		
utsicyamAnaH	utsicyamAna	tri	ut + sic + SAnac .		ut	ut + sic + SAnac	SAnac	sic +			4610	1-229-a		
utsukaH	utsuka	tri	ut udyogaM suvati sOti sunoti vA . su prasavESvaryyayoH . vicisaMjYApUrvvakatvAt guRA- BAvaH . kvipi AgamaSAstrasyAnityatvAttugaBAvo vA . tataH saMjYAyAM kan .. yadvA ut suvati . zU preraRe . mitadrvAditvAt quH . satsviti kvip vA . kanikeRa iti hrasvaH .. ut + su + kvip + kan .	ut udyogaM suvati sOti sunoti vA . su prasavESvaryyayoH . vicisaMjYApUrvvakatvAt guRA- BAvaH . kvipi AgamaSAstrasyAnityatvAttugaBAvo vA . tataH saMjYAyAM kan .. yadvA ut suvati . zU preraRe . mitadrvAditvAt quH . satsviti kvip vA	kanikeRa iti hrasvaH .. ut	kanikeRa iti hrasvaH .. ut + su + kvip + kan	kan	su + kvip +			4611	1-229-a		
utsUraH	utsUra	puM	sUraM sUryyamatikrAntaH .	sUraM sUryyamatikrAntaH .							4612	1-229-a		
utsfzwaH	utsfzwa	tri	ut + sfj + kta .		ut	ut + sfj + kta	kta	sfj +			4613	1-229-a		
utsecanaM	utsecana	klI	ut + sic + lyuw .		ut	ut + sic + lyuw	lyuw	sic +			4614	1-229-a		
utseDaH	utseDa	puM	ut + siD + GaY .		ut	ut + siD + GaY	GaY	siD +			4615	1-229-a		
ud	ud										4616	1-229-a		
udaM	uda	klI	ud + ac .		ud	ud + ac	ac				4617	1-229-a		
udak	udak	[c] vya	ud + aYca + astAtiH .		ud	ud + aYca + astAtiH	astAtiH	aYca +			4618	1-229-b		
udakaM	udaka	klI	unattIti . undI kledane + kvan . uda- kamiti 2 . 39 . uRAdisUtreRa sADu .	unattIti	undI kledane	undI kledane + kvan . uda- kamiti 2 . 39 . uRAdisUtreRa sADu	sADu	kvan uda- kamiti 2 39 uRAdisUtreRa			4619	1-229-b		
udakaparIkzA	udakaparIkzA	strI	udakasya udakena vA parIkzA .	udakasya udakena vA parIkzA .							4620	1-229-b		
udakIrRaH	udakIrRa	puM	udena jalena kIrRaH vyAptaH .	udena jalena kIrRaH vyAptaH .							4621	1-230-a		
udakIryyaH	udakIryya	puM	udena kIryyaH .	udena kIryyaH .							4622	1-230-a		
udakyA	udakyA	strI	udakaM jalaM SudDisnAnArTamarhatIti . udaka + saMjYAyAmiti yat .	udakaM jalaM SudDisnAnArTamarhatIti	udaka	udaka + saMjYAyAmiti yat	yat	saMjYAyAm			4623	1-230-a		
udagadriH	udagadri	puM	udaguttare yo'driH .	udaguttare yo'driH .							4624	1-230-a		
udagayanaM	udagayana	klI	udak uttarasyAmayanaM gamanam .	udak uttarasyAmayanaM gamanam .							4625	1-230-a		
udagBUmaH	udagBUma	puM	udaguttaradigvat praSastA BUmiryatra . samAse + ac .	udaguttaradigvat praSastA BUmiryatra	samAse	samAse + ac	ac				4626	1-230-b		
udagraM	udagra	tri	udgatamagraM yasya .	udgatamagraM yasya .							4627	1-230-b		
udagradan	udagradan	[t] puM	udagrO dantO yasya . agrAntaSudDa- SuBravfzavarAheByaSceti dantasya datf ..	udagrO dantO yasya . agrAntaSudDa- SuBravfzavarAheByaSceti dantasya datf ..							4628	1-230-b		
udajaH	udaja	puM	ut + aj + samudorajaHpaSuzviti ap . aGaYaporiti paryyudAsAt vIBAvo na .		ut	ut + aj + samudorajaHpaSuzviti ap . aGaYaporiti paryyudAsAt vIBAvo na	na	aj + samudorajaHpaSuzviti ap aGaYaporiti paryyudAsAt vIBAvo			4629	1-230-b		
udaYcanaM	udaYcana	klI	ut + aYca + lyuw .		ut	ut + aYca + lyuw	lyuw	aYca +			4630	1-230-b		
udaYcitaM	udaYcita	tri	ut + aYca + kta .		ut	ut + aYca + kta	kta	aYca +			4631	1-230-b		
udaRqapAlaH	udaRqapAla	puM	udaRqasya udBinnARqasya pAlo gamanaM palAyanaM yatra . matsyasarpaviSezARAmaRqaM udBinnaM satpalAyate iti prasidDiH .	udaRqasya udBinnARqasya pAlo gamanaM palAyanaM yatra . matsyasarpaviSezARAmaRqaM udBinnaM satpalAyate iti prasidDiH .							4632	1-230-b		
udaDiH	udaDi	puM	udAni udakAni vA DIyante'smin . uda + vA udaka + DA + ki .	udAni udakAni vA DIyante'smin	uda	uda + vA udaka + DA + ki	ki	vA udaka + DA +			4633	1-230-b		
udaDikrAH	udaDikrA	puM	udaDi + krama + viw .		udaDi	udaDi + krama + viw	viw	krama +			4634	1-230-b		
udaDimalaH	udaDimala	puM	udaDeH samudrasya mala iva ..	udaDeH samudrasya mala iva ..							4635	1-230-b		
udaDimeKalA	udaDimeKalA	strI	udaDirmeKaleva yasyAH ..	udaDirmeKaleva yasyAH ..							4636	1-230-b		
udantaH	udanta	puM	udgato nirRItaH anto yasya .	udgato nirRItaH anto yasya .							4637	1-230-b		
udantakaH	udantaka	puM	udanta + svArTe kan .		udanta	udanta + svArTe kan	kan	svArTe			4638	1-230-c		
udantikA	udantikA	strI	ut + anta + Ric + Rvul + wAp .		ut	ut + anta + Ric + Rvul + wAp	wAp	anta + Ric + Rvul +			4639	1-230-c		
udanyA	udanyA	strI	udanyati udakasyecCA vA . supaH AtmanaH kyac . aSanAyodanyeti ItvABAvaH kyaci udakasyodanmAvo'pinipAtyate . apratyayAdityaH .	udanyati udakasyecCA vA . supaH AtmanaH kyac . aSanAyodanyeti ItvABAvaH kyaci udakasyodanmAvo'pinipAtyate . apratyayAdityaH .							4640	1-230-c		
udanvAn	udanvAn	[t] puM	udakAni santyatra . udaka + matup . udanvAnudaDO cetyudakasya udanBAvo nipAtitaH matupi .	udakAni santyatra	udaka	udaka + matup . udanvAnudaDO cetyudakasya udanBAvo nipAtitaH matupi	matupi	matup udanvAnudaDO cetyudakasya udanBAvo nipAtitaH			4641	1-230-c		
udapa	udapa										4642	1-230-c		
udapAnaM	udapAna										4643	1-230-c		
udayaH	udaya	puM	udyanti grahA yasmAt . ut + i + ac .	udyanti grahA yasmAt	ut	ut + i + ac	ac	i +			4644	1-230-c		
udayanaM	udayana										4645	1-231-b		
udayanaH	udayana										4646	1-231-b		
udaraM	udara	klI	ut fRAtIti . “ udidfRAterajalO pUrvvapadAntyalopaSca ” . ut + dF + ac . antya- lopaSca .	ut fRAtIti . “ udidfRAterajalO pUrvvapadAntyalopaSca ”	ut	ut + dF + ac . antya- lopaSca	lopaSca	dF + ac antya-		udidfRAterajalO pUrvvapadAntyalopaSca	4647	1-231-b		
udaraH	udara	puM	udaraM aSrayatvenAstyasya . arSa AditvA dac .	udaraM aSrayatvenAstyasya . arSa AditvA dac .							4648	1-231-b		
udaragranTiH	udaragranTi	puM	udarasya granTiriva .	udarasya granTiriva .							4649	1-233-a		
udaratrARaM	udaratrARa	klI	udarasya trARaM yasmAt .	udarasya trARaM yasmAt .							4650	1-233-a		
udaraTiH	udaraTi	puM	udfcCati udaryyate vA . ut + f + udyartteSciditi gaTin .	udfcCati udaryyate vA	ut	ut + f + udyartteSciditi gaTin	gaTin	f + udyartteScid			4651	1-233-a		
udarapiSAcaH	udarapiSAca	tri	udarAya tatpUraRAya piSAca iva .	udarAya tatpUraRAya piSAca iva .							4652	1-233-a		
udaramBariH	udaramBari	tri	udaraM biBarttIti . udara + Bf + in + mum ca . nipAtasidDaH .	udaraM biBarttIti	udara	udara + Bf + in + mum ca . nipAtasidDaH	nipAtasidDaH	Bf + in + mum ca			4653	1-233-a		
udaravyADiH	udaravyADi	puM	udarasya vyADiH .	udarasya vyADiH .							4654	1-233-a		
udararogaH	udararoga	puM	udarasya rogaH .	udarasya rogaH .							4655	1-233-a		
udarAmayaH	udarAmaya	puM	udarasya AmayaH .	udarasya AmayaH .							4656	1-236-c		
udarAvarttaH	udarAvartta	puM	udare Avartta iva .	udare Avartta iva .							4657	1-236-c		
udariRI	udariRI	strI	udaraM tajjAtagarBe'syA astIti . udara + ini + NIp .	udaraM tajjAtagarBe'syA astIti	udara	udara + ini + NIp	NIp	ini +			4658	1-236-c		
udarilaH	udarila	tri	atiSayitamudaramasya . udara + tundAdiByaH ilacceti ilac .	atiSayitamudaramasya	udara	udara + tundAdiByaH ilacceti ilac	ilac	tundAdiByaH ilacceti			4659	1-236-c		
udarI	udarI	[n] tri	atiSayitamudaramasya . udara + ini .	atiSayitamudaramasya	udara	udara + ini	ini				4660	1-236-c		
udarkaH	udarka	puM	ut + fc + GaY .		ut	ut + fc + GaY	GaY	fc +			4661	1-236-c		
udarcciH	udarcci	[sa] tri	udgataM arcciH praBA yasmAt .	udgataM arcciH praBA yasmAt .							4662	1-236-c		
udarcciH	udarcci										4663	1-236-c		
udardaH	udarda	puM	udardati pIqayatIti . ut + ardda + ac .	udardati pIqayatIti	ut	ut + ardda + ac	ac	ardda +			4664	1-236-c		
udalAvaRikaH	udalAvaRika	tri	udalavaRena lavaRAmBasA sidDaH . udalavaRa + Wak .	udalavaRena lavaRAmBasA sidDaH	udalavaRa	udalavaRa + Wak	Wak				4665	1-237-a		
udavasitaM	udavasita	klI	udUrdDvamavasIyate sma . zo anta- karmmaRi zij banDane vA . ktaH . dyatisyatItItvam .	udUrdDvamavasIyate sma . zo anta- karmmaRi zij banDane vA . ktaH . dyatisyatItItvam .							4666	1-237-a		
udaSvit	udaSvit	klI	udakena Svayati vardDate iti . uda + Svi + kvip + tuk .	udakena Svayati vardDate iti	uda	uda + Svi + kvip + tuk	tuk	Svi + kvip +			4667	1-237-a		
udAttaM	udAtta	tri	ut + A + dA + kta .		ut	ut + A + dA + kta	kta	A + dA +			4668	1-237-a		
udAttaH	udAtta	puM	uccErAdIyate sma . ut + A + dA + kta .	uccErAdIyate sma	ut	ut + A + dA + kta	kta	A + dA +			4669	1-237-a		
udAnaH	udAna	puM	udUrdDena Aniti anena . ut + AN + an + GaY .	udUrdDena Aniti anena	ut	ut + AN + an + GaY	GaY	AN + an +			4670	1-237-a		
udAraH	udAra	tri	utkfzwamAsamantAt rAti . rA + Ata- Sceti kaH . udaryyate, fgatiprApaRayoH karmmaRi GaY vA .	utkfzwamAsamantAt rAti	rA	rA + Ata- Sceti kaH . udaryyate, fgatiprApaRayoH karmmaRi GaY vA	vA	Ata- Sceti kaH udaryyate, fgatiprApaRayoH karmmaRi GaY			4671	1-237-b		
udAvatsaraH	udAvatsara										4672	1-237-b		
udAvarttaH	udAvartta	puM	ut + AN + vft + GaY .		ut	ut + AN + vft + GaY	GaY	AN + vft +			4673	1-237-b		
