key	lnum	page	text
aguru	75	27	martyakARqaH 1952 aguru-puMklI,agaru-puMklI,rAjArha-klI,loha-klI,kfmija-klI,vaMSika-strIklI,anAryaja-klI,joNgaka-klI agurvagaru rAjArhaM lohaM kfmijavaMSike . anAryajaM joNgikaM ca maNgalyA malliganDi yat .. 640 .. kAlAguruH kAlatuRqaH SrIKaRqo rohaRadrumaH . ganDasAro malayajaScandane haricandane .. 641 .. tElaparRikagoSIrzO pattrANgaM raktacandanam . kucandanaM tAmrasAraM raYjanaM tilaparRikA .. 642 ..
agOkas	76	50	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 3968 vihaga-puM,vihaNgama-puM,Kaga-puM,pataga-puM,vihaNga-puM,Sakuni-puM,Sakunti-puM,Sakuna-puM,vi-puM,vayas-puM,Sakunta-puM,naBasaNgama-puM,vikira-puM,pattraraTa-puM,vihAyas-puM,dvija-puM,pakzin-puM,vizkira-puM,patatrin-puM,patat-puM,pataNga-puM,pitsan-puM,nIqaja-puM,aRqaja-puM,agOkas-puM vihago vihaMgamaKagO patago vihaMgaH SakuniH SakuntiSakunO vivayaH SakuntAH . naBasaMgamo vikirapattraraTO vihAyo dvijapakzivizkirapatatripatatpataNgAH .. 1316 .. pitsannIqARqajogOkAScaYcuScaYcU sfpAwikA . trowiSca pattraM patatraM picCaM vAjastanUruham .. 1317 .. pakzo garucCadaScApi pakzamUlaM tu pakzatiH (1318) .
agni	77	11	devakARqaH 579.1 agni-puM,dakziRapUrvadikpati-puM tiryagdiSAM tu pataya indrAgniyamarnErftAH . varuRo vAyukuberAvISAnaSca yaTAkramam .. 169 ..
agni	78	43	tiryakkARqaH, tejaskAyaH 3300 vahni-puM,bfhadBAnu-puM,hiraRyaretas-puM,DanaYjaya-puM,havyASana-puM,havirASana-puM,hutASana-puM,kfpIwayoni-puM,damunas-puM,virocana-puM,ASuSukzaRI-puM,CAgaraTa-puM,tanUnapAd-puM,kfSAnu-puM,vESvAnara-puM,vItihotra-puM,vfzAkapi-puM,pAvaka-puM,citraBAnu-puM,appitta-klI,DUmaDvaja-puM,kfzRavartman-puM,arcizmat-puM,SamIgarBa-puM,tamoGna-puM,Sukra-puM,SocizkeSa-puM,Suci-puM,hutavaha-puM,uzarbuDa-puM,saptajihva-puM,mantrajihva-puM,jvAlAjihva-puM,jvalana-puM,SiKin-puM,jAgfvi-puM,jAtavedas-puM,barhiHSuzman-puM,anilasaKa-puM,vasu-puM,rohitASva-puM,ASrayASa-puM,barhirjyoti-puM,dahana-puM,bahula-puM,havyavAha-puM,anala-puM,agni-puM,viBAvasu-puM,saptArcis-puM,udarcis-puM vahnirbfhadBAnuhiraRyaretasO DanaMjayo havyahavirhutASanaH . kfpIwayonirdamunA virocanASuSukzaRI CAgaraTastanUnapAt .. 1097 .. kfSAnuvESvAnaravItihotrA vfzAkapiH pAvakacitraBAnU . appittaDUmaDvajakfzRavartmArcizmacCamIgarBatamoGnaSukrAH .. 1098 .. SocizkeSaH SucihutavahozarbuDAH saptamantra- jvAlAjihvo jvalanaSiKinO jAgfvirjAtavedAH . barhiHSuzmAnilasaKavasU rohitASvASrayASO barhirjyotirdahanabahulO havyavAho'nalo'gniH .. 1099 .. viBAvasuH saptodarciH svAhAgneyI priyAsya ca (1100) .
agnika	79	47	tiryakkARqaH, trIndriyAH 3661 indragopa-puM,agniraja-puM,vErAwa-puM,tittiBa-puM,agnika-puM indragopastvagnirajo vErAwastittiBo'gnikaH .. 1209 ..
agnikaRa	80	43	tiryakkARqaH, tejaskAyaH 3312 sPuliNga-puM,agnikaRa-puM sPuliNgo'gnikaRo'lAtajvAlolkA'lAtamulmukam (1103) .
agnikArikA	81	33	martyakARqaH 2469 agnInDana-klI,agnikArya-klI,AgnIDrA-strI,agnikArikA-strI agnInDanaM tvagnikAryamagnIDrA cAgnikArikA .. 814 ..
agnikArya	82	33	martyakARqaH 2469 agnInDana-klI,agnikArya-klI,AgnIDrA-strI,agnikArikA-strI agnInDanaM tvagnikAryamagnIDrA cAgnikArikA .. 814 ..
agnicit	83	34	martyakARqaH 2542 agnihotrin-puM,agnicit-puM,AhitAgni-puM agnihotryagniciccAhitAgnAvaTAgnirakzaRam .. 835 .. agnyADAnamagnihotraM darvI tu GftaleKanI (836) .
agnidevA	84	8	devakARqaH 405 kfttikA-strI,bahulA-strI,agnidevA-strI kfttikA bahulAScAgnidevA brAhmI tu rohiRI (109) .
agniBU	85	12	devakARqaH 686 skanda-puM,svAmin-puM,mahAsena-puM,senAnI-puM,SiKivAhana-puM,zARmAtura-puM,brahmacArin-puM,gaNgAsuta-puM,umAsuta-puM,kfttikAsuta-puM,dvAdaSAkza-puM,mahAtejas-puM,kumAra-puM,zaRmuKa-puM,guha-puM,viSAKa-puM,SaktiBft-puM,krOYcAri-puM,tArakAri-puM,SaraBU-puM,agniBU-puM skandaH svAmI mahAsenaH senAnIH SiKivAhanaH . zARmAturo brahmacArI gaNgomAkfttikAsutaH .. 208 .. ;p{0013} dvAdaSAkzo mahAtejAH kumAraH zaRmuKo guhaH . viSAKaH SaktiBftkrOYcatArakAriH SarAgniBUH .. 209 ..
agniBUti	86	5	devADidevakARqaH 36 agniBUti-puM gaRA navAsyarzisaMGA ekAdaSa gaRADipAH . indraBUtiragniBUtirvAyuBUtiSca gotamAH .. 31 .. vyaktaH suDarmA maRqitamOryaputrAvakampitaH . acalaBrAtA metAryaH praBAsaSca pfTakkulAH .. 32 ..
agnirakzaRa	87	34	martyakARqaH 2543 agnirakzaRa-klI,agnyADAna-klI,agnihotra-klI agnihotryagniciccAhitAgnAvaTAgnirakzaRam .. 835 .. agnyADAnamagnihotraM darvI tu GftaleKanI (836) .
agniraja	88	47	tiryakkARqaH, trIndriyAH 3661 indragopa-puM,agniraja-puM,vErAwa-puM,tittiBa-puM,agnika-puM indragopastvagnirajo vErAwastittiBo'gnikaH .. 1209 ..
agnivallaBa	89	27	martyakARqaH 1965 yakzaDUpa-puM,bahurUpa-puM,sAlavezwa-puM,agnivallaBa-puM,sarjamaRi-puM,sarjarasa-puM,rAla-puMklI,sarvarasa-puM yakzaDUpo bahurUpaH sAlavezwo'gnivallaBaH . sarjamaRiH sarjaraso rAlaH sarvaraso'pi ca .. 647 ..
agnivaha	90	43	tiryakkARqaH, tejaskAyaH 3315 DUma-puM,vAyuvAha-puM,agnivaha-puM,dahanaketana-puM,amBaHsU-puM,karamAla-puM,starI-strI,jImUtavAhin-puM DUmaH syAdvAyuvAho'gnivAho dahanaketanam .. 1103 .. amBaHsUH karamAlaSca starIrjImUtavAhyapi (1104) .
agnisamBava	91	27	martyakARqaH 1904 rasa-puM,AhAratejas-klI,agnisamBava-puM,zaqrasAsava-puM,Atreya-puM,asfkkara-puM,GanaDAtu-puM,mUlaDAtu-puM,mahADAtu-puM rasa AhAratejo'gnisaMBavaH zaqrasAsavaH . Atreyo'sfkvaro DAturGanamUlamahAparaH .. 620 ..
agnisiMhanandana	92	29	martyakARqaH 2104 datta-puM,agnisiMhanandana-puM SEvaH puruzasiMho'Ta mahASiraHsamudBavaH . syAtpuruzapuRqarIko datto'gnisiMhanandanaH .. 696 ..
agnihotra	93	34	martyakARqaH 2543 agnirakzaRa-klI,agnyADAna-klI,agnihotra-klI agnihotryagniciccAhitAgnAvaTAgnirakzaRam .. 835 .. agnyADAnamagnihotraM darvI tu GftaleKanI (836) .
agnihotrin	94	34	martyakARqaH 2542 agnihotrin-puM,agnicit-puM,AhitAgni-puM agnihotryagniciccAhitAgnAvaTAgnirakzaRam .. 835 .. agnyADAnamagnihotraM darvI tu GftaleKanI (836) .
agnInDana	95	33	martyakARqaH 2469 agnInDana-klI,agnikArya-klI,AgnIDrA-strI,agnikArikA-strI agnInDanaM tvagnikAryamagnIDrA cAgnikArikA .. 814 ..
agnyADAna	96	34	martyakARqaH 2543 agnirakzaRa-klI,agnyADAna-klI,agnihotra-klI agnihotryagniciccAhitAgnAvaTAgnirakzaRam .. 835 .. agnyADAnamagnihotraM darvI tu GftaleKanI (836) .
agra	97	44	tiryakkARqaH, vanaspatikAyaH 3352 SironAman-klI,agra-klI,SiKara-klI SironAmAgraM SiKaraM mUlaM buDnoMhri nAma ca (1121) .
agra	98	46	tiryakkARqaH, vanaspatikAyaH 3553 agra-klI mUlapattrakarIrAgraPalakARqAvirUQakAH .. 1183 .. tvakpuzpaM kabakaM SAkaM daSaDA SigrukaM ca tat (1184) .
agra	99	54	sAmAnyakARqaH 4307 muKya-vA,prakfzwa-vA,pramuKa-vA,prabarha-vA,varya-vA,vareRya-vA,pravara-vA,puroga-vA,anuttara-vA,prAgrahara-vA,praveka-vA,praDAna-vA,agresara-vA,uttama-vA,agra-vA,grAmaRI-vA,agraRI-vA,agrima-vA,jAtya-vA,agrya-vA,anuttama-vA,anavarArDya-vA,vara-puMklI,prazWa-vA,parArDya-vA,para-vA muKyaM prakfzwaM pramuKaM prabarhaM varyaM vareRyaM pravaraM purogam . anuttaraM prAgraharaM pravekaM praDAnamagresaramuttamAgre .. 1438 .. grAmaRyagraRyagrimajAtyAgryAnuttamAnyanavarArDyavare . prezWaparArDyaparARi Sreyasi tu SrezWasattame puzkalavat .. 1439 ..
agra	100	55	sAmAnyakARqaH 4352 Adya-klI,Adima-klI,pOrastya-klI,praTama-klI,pUrva-klI,Adi-puM,agra-klI ekAttAnAyanasargAgrARyEkAgraM ca tadgatam . ananyavftyEkAyatanagataM cATAdyamAdimam .. 1458 .. pOrastyaM praTamaM pUrvamAdiragramaTAntimam . jaGanyamantyaM caramamantapAScAttyapaScime .. 1459 ..
agraja	101	24	martyakARqaH 1710 jyezWa-puM,pitrya-puM,pUrvaja-puM,agraja-puM svajAte tvOrasorasyO mfte Bartari jArajaH . golako'TAmfte kuRqe BrAtA tu syAtsahodaraH .. 550 .. samAnodaryasodaryasagarBasahajA api . sodaraSca sa tu jyezWaH syAtpitryaH pUrvajo'grajaH .. 551 ..
agraja	102	33	martyakARqaH 2465 brAhmaRa-puM,trayImuKa-puM,BUdeva-puM,vAqava-puM,vipra-puM,dvijAti-puM,dvijanman-puM,dvija-puM,agrajAti-puM,agrajanman-puM,agraja-puM,varRajyezWa-puM,sUtrakaRWa-puM,zawkarman-puM,muKasamBava-puM,vedagarBa-puM,SamIgarBa-puM,sAvitra-puM,mEttra-puM,etasa-puM avadAnaM karma SudDaM brAhmaRastu trayImuKaH .. 811 .. BUdevo vAqavo vipro dvyagrAByAM jAtijanmajAH . varRajyezWaH sUtrakaRWaH zawkarmA muKasaMBavaH .. 812 .. vedagarBaH SamIgarBaH sAvitro mEttra etasaH (813) .
agrajaNGA	103	26	martyakARqaH 1881 pratijaNGA-strI,agrajaNGA-strI pratijaNGA tvagrajaNGA piRqikA tu picaRqikA (615) .
agrajanman	104	33	martyakARqaH 2465 brAhmaRa-puM,trayImuKa-puM,BUdeva-puM,vAqava-puM,vipra-puM,dvijAti-puM,dvijanman-puM,dvija-puM,agrajAti-puM,agrajanman-puM,agraja-puM,varRajyezWa-puM,sUtrakaRWa-puM,zawkarman-puM,muKasamBava-puM,vedagarBa-puM,SamIgarBa-puM,sAvitra-puM,mEttra-puM,etasa-puM avadAnaM karma SudDaM brAhmaRastu trayImuKaH .. 811 .. BUdevo vAqavo vipro dvyagrAByAM jAtijanmajAH . varRajyezWaH sUtrakaRWaH zawkarmA muKasaMBavaH .. 812 .. vedagarBaH SamIgarBaH sAvitro mEttra etasaH (813) .
agrajAti	105	33	martyakARqaH 2465 brAhmaRa-puM,trayImuKa-puM,BUdeva-puM,vAqava-puM,vipra-puM,dvijAti-puM,dvijanman-puM,dvija-puM,agrajAti-puM,agrajanman-puM,agraja-puM,varRajyezWa-puM,sUtrakaRWa-puM,zawkarman-puM,muKasamBava-puM,vedagarBa-puM,SamIgarBa-puM,sAvitra-puM,mEttra-puM,etasa-puM avadAnaM karma SudDaM brAhmaRastu trayImuKaH .. 811 .. BUdevo vAqavo vipro dvyagrAByAM jAtijanmajAH . varRajyezWaH sUtrakaRWaH zawkarmA muKasaMBavaH .. 812 .. vedagarBaH SamIgarBaH sAvitro mEttra etasaH (813) .
agraRI	106	54	sAmAnyakARqaH 4307 muKya-vA,prakfzwa-vA,pramuKa-vA,prabarha-vA,varya-vA,vareRya-vA,pravara-vA,puroga-vA,anuttara-vA,prAgrahara-vA,praveka-vA,praDAna-vA,agresara-vA,uttama-vA,agra-vA,grAmaRI-vA,agraRI-vA,agrima-vA,jAtya-vA,agrya-vA,anuttama-vA,anavarArDya-vA,vara-puMklI,prazWa-vA,parArDya-vA,para-vA muKyaM prakfzwaM pramuKaM prabarhaM varyaM vareRyaM pravaraM purogam . anuttaraM prAgraharaM pravekaM praDAnamagresaramuttamAgre .. 1438 .. grAmaRyagraRyagrimajAtyAgryAnuttamAnyanavarArDyavare . prezWaparArDyaparARi Sreyasi tu SrezWasattame puzkalavat .. 1439 ..
agrataHsara	107	23	martyakARqaH 1538 puraHsara-puM,agrataHsara-puM,agresara-puM,purogama-puM,purogAmin-puM,puroga-puM,prazWa-puM saraH puro'grato'greByaH purasto gamagAmigAH .. 498 .. prazWo'TAveSikAgantU prAGuRo'ByAgato'tiTiH . prAGUrRike TAveSikamAtiTyaM cAtiTeyyapi .. 499 ..
agratas	108	57	avyayavargaH 4546 puras-a,purastAt-a,puratas-a,agratas-a puraH purastAtpurato'grataH prAyastu BUmani .. 1529 ..
agrabIja	109	46	tiryakkARqaH, vanaspatikAyaH 3630 agrabIja-puM kuraRwyAdyA agrabIjA mUlajAstUtpalAdayaH . parvayo'naya ikzvAdyAH skanDajAH sallakImuKAH .. 1200 .. SAlyAdayo bIjaruhAH saMmUrCajAstfRAdayaH . syurvanaspatikAyasya zaqete mUlajAtayaH .. 1201 ..
agrayAna	110	33	martyakARqaH 2426 nAsIra-strIklI,agrayAna-klI nAsIraM tvagrayAnaM syAdavamardastu pIqanam (800) .
agrAyaRIya	111	14	devakARqaH 795 agrAyaRIya-klI utpAdapUrvamagrAyaRIyamaTa vIryataH pravAdaM syAt . asterjYAnAtsatyAttadAtmanaH karmaRaSca param .. 247 .. ;p{0015} pratyAKyAnaM vidyApravAdakalyARanAmaDeye ca . prARAvAyaM ca kriyAviSAlamaTa lokabindusAramiti .. 248 ..
agrima	112	54	sAmAnyakARqaH 4307 muKya-vA,prakfzwa-vA,pramuKa-vA,prabarha-vA,varya-vA,vareRya-vA,pravara-vA,puroga-vA,anuttara-vA,prAgrahara-vA,praveka-vA,praDAna-vA,agresara-vA,uttama-vA,agra-vA,grAmaRI-vA,agraRI-vA,agrima-vA,jAtya-vA,agrya-vA,anuttama-vA,anavarArDya-vA,vara-puMklI,prazWa-vA,parArDya-vA,para-vA muKyaM prakfzwaM pramuKaM prabarhaM varyaM vareRyaM pravaraM purogam . anuttaraM prAgraharaM pravekaM praDAnamagresaramuttamAgre .. 1438 .. grAmaRyagraRyagrimajAtyAgryAnuttamAnyanavarArDyavare . prezWaparArDyaparARi Sreyasi tu SrezWasattame puzkalavat .. 1439 ..
agrediDizU	113	24	martyakARqaH 1639 agrediDizU-puM sa tu dvijo'grediDizuryasya syAtsEva gehinI .. 525 ..
agresara	114	23	martyakARqaH 1538 puraHsara-puM,agrataHsara-puM,agresara-puM,purogama-puM,purogAmin-puM,puroga-puM,prazWa-puM saraH puro'grato'greByaH purasto gamagAmigAH .. 498 .. prazWo'TAveSikAgantU prAGuRo'ByAgato'tiTiH . prAGUrRike TAveSikamAtiTyaM cAtiTeyyapi .. 499 ..
agresara	115	54	sAmAnyakARqaH 4307 muKya-vA,prakfzwa-vA,pramuKa-vA,prabarha-vA,varya-vA,vareRya-vA,pravara-vA,puroga-vA,anuttara-vA,prAgrahara-vA,praveka-vA,praDAna-vA,agresara-vA,uttama-vA,agra-vA,grAmaRI-vA,agraRI-vA,agrima-vA,jAtya-vA,agrya-vA,anuttama-vA,anavarArDya-vA,vara-puMklI,prazWa-vA,parArDya-vA,para-vA muKyaM prakfzwaM pramuKaM prabarhaM varyaM vareRyaM pravaraM purogam . anuttaraM prAgraharaM pravekaM praDAnamagresaramuttamAgre .. 1438 .. grAmaRyagraRyagrimajAtyAgryAnuttamAnyanavarArDyavare . prezWaparArDyaparARi Sreyasi tu SrezWasattame puzkalavat .. 1439 ..
agrya	116	54	sAmAnyakARqaH 4307 muKya-vA,prakfzwa-vA,pramuKa-vA,prabarha-vA,varya-vA,vareRya-vA,pravara-vA,puroga-vA,anuttara-vA,prAgrahara-vA,praveka-vA,praDAna-vA,agresara-vA,uttama-vA,agra-vA,grAmaRI-vA,agraRI-vA,agrima-vA,jAtya-vA,agrya-vA,anuttama-vA,anavarArDya-vA,vara-puMklI,prazWa-vA,parArDya-vA,para-vA muKyaM prakfzwaM pramuKaM prabarhaM varyaM vareRyaM pravaraM purogam . anuttaraM prAgraharaM pravekaM praDAnamagresaramuttamAgre .. 1438 .. grAmaRyagraRyagrimajAtyAgryAnuttamAnyanavarArDyavare . prezWaparArDyaparARi Sreyasi tu SrezWasattame puzkalavat .. 1439 ..
aGa	117	52	sAmAnyakARqaH 4124 aSuBa-klI,duzkfta-klI,durita-klI,pApa-klI,enas-klI,pApman-puM,pAtaka-puMklI,kilbiza-klI,kaluza-klI,kiRva-klI,kalmaza-klI,vfjina-klI,tamas-klI,aMhas-klI,kalka-klI,aGa-klI,paNka-puMklI alakzmIrnirftiH kAlakarRikA syAdaTASuBam . duzkftaM duritaM pApamenaH pApmA ca pAtakam .. 1380 .. kilbizaM kaluzaM kiRvaM kalmazaM vfjinaM tamaH . aMhaH kalkamaGaM paNka upADirDarmacintanam .. 1381 ..
aGamarzaRa	118	34	martyakARqaH 2569 aGamarzaRa-vA caritraM caritAcArO cAritracaraRe api .. 843 .. vfttaM SIlaM ca sarvEnoDvaMsijapye'GamarzaRam (844) .
aGnyA	119	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3835 go-puMstrI,sOraBeyI-strI,mAheyI-strI,mAhA-strI,suraBi-strI,arjunI-strI,usrA-strI,aGnyA-strI,rohiRI-strI,SfNgiRI-strI,anaqvAhI-strI,anaquhI-strI,uzA-strI,tampA-strI,nilimpikA-strI,taMvA-strI gOH sOraBeyI mAheyI mAhA suraBirarjunI . usrAGnyA rohiRI SfNgiRyanaqvAhyanaquhyuzA .. .. 1265 .. tampA nilimpikA tambA sA tu varREranekaDA (1266) .
aNka	120	8	devakARqaH 399 cihna-klI,lakzaRa-klI,lakzman-klI,lAYCana-klI,aNka-puM,kalaNka-puM,aBijYAna-klI zoqaSoM'SaH kalA cihnaM lakzaRaM lakzma lAYCanam . aNkaH kalaNko'BijYAnaM candrikA candragolikA .. 106 .. candrAtapaH kOmudI ca jyotsnA bimbaM tu maRqalam (107) .
aNka	121	16	devakARqaH 934 aNka-puM syAnnAwakaM prakaraRaM BARaH prahasanaM qimaH . vyAyogaH samavakAro viTyaNkehAmfgA iti .. 284 .. aBineyaprakArAH syurBAzAH zawsaMskftAdikAH (285) .
aNka	122	26	martyakARqaH 1846 upasTa-puM,aNka-puM,kroqa-puM,utsaNga-puM pUrvaBAga upasTo'NkaH kroqa utsaNga ityapi (602) .
aNkapAlI	123	57	sAmAnyakARqaH 4471 AliNgana-klI,parizvaNga-puM,saMSleza-puM,upagUhana-klI,aNkapAlI-strI,parIramBa-puM,kroqIkfti-strI AliNganaM parizvaNgaH saMSleza upagUhanam . aNkapAlI parIramBaH kroqikftiraTotsave .. 1507 .. mahaH kzaRodDavodDarzA melake saNgasaNgamO (1508) .
aNkin	124	16	devakARqaH 973 aNkin-puM,AliNgin-puM,UrDvaka-puM mfdaNgo murajaH soNkyAliNgyUrDvaka iti triDA (293) .
aNkuwa	125	39	tiryakkARqaH, pfTvIkAyaH 3067 kuYcikA-strI,kUcikA-strI,sADAraRI-strI,aNkuwa-puM sAlpA tvargalikA sUciH kuYcilAyAM tu kUrcikA . sADAraRyaNkuwaScAsO dvArayantraM tu tAlakam .. 1005 ..
aNkura	126	44	tiryakkARqaH, vanaspatikAyaH 3344 praroha-puM,aNkura-puM,aNkUra-puM,roha-puM syAtpraroho'Nkuro'NkUro rohaSca sa tu parvaRaH .. 1118 .. samutTitaH syAdbaliSaM SiKASAKAlatAH samAH (1119) .
aNkuSa	127	47	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3733 aNkuSa-puMklI,sfRi-puMstrI tottraM veRukamAlAnaM banDastamBo'NkuSaH sfRiH .. 1230 ..
aNkuSavAraRa	128	47	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3735 yAta-klI,aNkuSavAraRa-klI apazWaM tvaNkuSasyAgraM yAtamaNkuSavAraRam (1231) .
aNkuSA	129	5	devADidevakARqaH 151 aNkuSA-strI cakreSvaryajitabalA duritAriSca kAlikA . mahAkAlI SyAmA SAntA BfkuwiSca sutArakA .. 44 .. aSokA mAnavI caRqA viditA cANkuSA taTA . kaMdarpA nirvARI balA DAriRI DaraRapriyA .. 45 .. naradattATa gAnDAryambikA padmAvatI taTA . sidDAyikA ceti jEnyaH kramAcCAsanadevatAH .. 46 ..
aNkuSAgra	130	47	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3734 apazWa-klI,aNkuSAgra-klI apazWaM tvaNkuSasyAgraM yAtamaNkuSavAraRam (1231) .
aNkUra	131	44	tiryakkARqaH, vanaspatikAyaH 3344 praroha-puM,aNkura-puM,aNkUra-puM,roha-puM syAtpraroho'Nkuro'NkUro rohaSca sa tu parvaRaH .. 1118 .. samutTitaH syAdbaliSaM SiKASAKAlatAH samAH (1119) .
aNkollasAra	132	46	tiryakkARqaH, vanaspatikAyaH 3618 aNkollasAra-puM vizaH kzveqo rasastIkzRaM garalo'Ta halAhalaH .. 1195 .. vatsanABaH kAlakUwo brahmaputraH pradIpanaH . sOrAzwrikaH SOlkikeyaH kAkolo dArado'pi ca .. 1196 .. ahicCattro mezaSfNgakuzwavAlUkanandanAH . kErAwako hEmavato markawaH karavIrakaH .. 1197 .. sarzapo mUlako gOrArdrakaH saktukakardamO . aNkollasAraH kAliNgaH SfNgiko maDusikTakaH .. 1198 .. indro lANguliko visPuliNgapiNgalagOtamAH . mustako dAlavaSceti sTAvarA vizajAtayaH .. 1199 ..
aNga	133	25	martyakARqaH 1742 indriyAyatana-klI,aNga-klI,vigraha-puM,kzetra-klI,gAtra-klI,tanu-strI,BUGana-puM,tanU-strI,mUrtimat-puM,karaRa-klI,kAya-puM,mUrti-strI,vera-puMklI,saMhanana-klI,deha-puMklI,saYcara-puM,Gana-puM,banDa-puM,pura-klI,piRqa-puMklI,vapus-klI,pudgala-puM,varzman-klI,kalevara-klI,SarIra-puMklI indriyAyatanamaNgavigrahO kzetragAtratanuBUGanAstanUH . mUrtimatkaraRakAyamUrtayo verasaMhananadehasaMcarAH .. 563 .. Gano banDaH puraM piRqo vapuH pudgalavarzmaRI . kalevaraM SarIre'sminnajIve kuRapaM SavaH .. 564 .. mftakaM ruRqakabanDO tvapaSIrze kriyAyuji (565) .
aNga	134	25	martyakARqaH 1747 pratIka-puM,aNga-klI,avayava-puM,apaGana-puM ekadeSe pratIkANgAvayavApaGanA api (566) .
aNga	135	38	tiryakkARqaH, pfTvIkAyaH 2919 aNga-puM,campopalakzita-puM vaNgAstu harikelIyA aNgAScampopalakzitAH (957) .
aNga	136	57	avyayavargaH 4573 samboDana-klI,aNga-a,Bos-a,pAw-a,pyAw-a,he-a,hE-a,haMho-a,are-a,re-a,ayi-a saMboDane'Nga BoH pAw pyAw he hE haMho're re'yi ca .. 1537 ..
aNgaja	137	14	devakARqaH 733 madana-puM,jarABIru-puM,anaNga-puM,manmaTa-puM,kamana-puM,kalAkeli-puM,ananyaja-puM,aNgaja-puM,maDudIpa-puM,mAra-puM,maDusAraTi-puM,smara-puM,vizamAyuDa-puM,darpaka-puM,kAma-puM,hfcCaya-puM,pradyumna-puM,SrInandana-puM,kandarpa-puM,puzpaketana-puM,puzpezu-puM,kusumabARa-puM,puzpacApa-puM,kusumaDanvan-puM,puzpAstra-puM,kusumAyuDa-puM,mInaketana-puM,makaraketana-puM,mInaDvaja-puM,makaraDvaja-puM,Jazaketana-puM,JazaDvaja-puM,paYcabARa-puM,vizamezu-puM,manoyoni-puM,cetoBava-puM,SfNgArayoni-puM,SfNgArajanman-puM,saNkalpayoni-puM,smftiBU-puM,Atmayoni-puM,AtmaBU-puM,maDusuhfd-puM,cEtrasaKa-puM madano jarABIrarunaNgamanmaTO kamanaH kalAkelirananyajo'NgajaH . maDudIpamArO maDusAraTiH smaro vizamAyuDo darpakakAmahfcCayAH .. 227 .. pradyumnaH SrInandanaSca kaMdarpaH puzpaketanaH . puzpARyasyezucApAstrARyarI SaMvaraSUrpako .. 228 .. ketanaM mInamakarO bARAH paYca ratiH priyA . manaHSfNgArasaMkalpAtmAno yoniH suhfnmaDuH .. 229 ..
aNgaja	138	24	martyakARqaH 1682 nandana-puM,udvaha-puM,aNgaja-puM,Atmaja-puM,sUnu-puM,tanaya-puM,dAraka-puM,suta-puM,putra-puM dohadaM dOrhfdaM SradDA lAlasA sUtimAsi tu . vEjanano vijananaM prasavo nandanaH punaH .. 541 .. udvaho'NgAtmajaH sUnustanayo dArakaH sutaH . putre duhitari strItve tokApatyaprasUtayaH .. 542 .. tukprajoBayorBrAtrIyo BrAtfvyo BrAturAtmaje (543) .
aNgajA	139	24	martyakARqaH 1683 nandanA-strI,udvahA-strI,aNgajA-strI,AtmajA-strI,sUnu-strI,tanayA-strI,dArikA-strI,sutA-strI,putrI-strI dohadaM dOrhfdaM SradDA lAlasA sUtimAsi tu . vEjanano vijananaM prasavo nandanaH punaH .. 541 .. udvaho'NgAtmajaH sUnustanayo dArakaH sutaH . putre duhitari strItve tokApatyaprasUtayaH .. 542 .. tukprajoBayorBrAtrIyo BrAtfvyo BrAturAtmaje (543) .
aNgajAlaNkAra	140	23	martyakARqaH 1590 aNgajAlaNkAra-puM prAgalByOdAryamADuryaSoBADIratvakAntayaH . dIptiScAyatnajA BAvahAvahelAstrayo'NgajAH .. 509 ..
aNgada	141	28	martyakARqaH 2012 keyUra-klI,aNgada-klI,bAhuBUzA-strI keyUramaNgadaM bAhuBUzATa karaBUzaRam .. 662 .. kawako valayaM pArihAryAvApO tu kaNkaRam . hastasUtraM pratisara UrmikA tvaNgulIyakam .. 663 ..
aNgana	142	39	tiryakkARqaH, pfTvIkAyaH 3063 ajira-klI,prANgaRa-klI,catvara-klI,aNgana-klI vedI vitardirajiraM prANgaRaM catvarANgane (1004) .
aNganA	143	23	martyakARqaH 1561 aNganA-strI kulyaH kulIno'BijAtaH kOleyakamahAkulO .. 502 .. jAtyo gotraM tu saMtAno'nvavAyo'BijanaH kulam . anvayo jananaM vaMSaH strI nArI vanitA vaDUH .. 503 .. vaSA sImantinI vAmA varRinI mahilAbalA . yozA yozidviSezAstu kAntA BIrurnitambinI .. 504 .. pramadA sundarI rAmA ramaRI lalanANganA (505) .
aNgamarda	144	23	martyakARqaH 1521 saMvAhaka-puM,aNgamarda-puM saMvAhako'NgamardaH syAnnazwabIjastu nizkalaH (492) .
aNgarakzaRI	145	32	martyakARqaH 2331 jAlikA-strI,aNgarakzaRI-strI,jAlaprAyA-strI,AyasI-strI bAhutrARaM bAhulaM syAjjAlikA tvaNgarakzaRI . jAlaprAyAyasI syAdAyuDIyaH SastrajIvini .. 769 .. kARqapfzWAyuDikO ca tulyO prAsikakOntikO (770) .
aNgarAga	146	27	martyakARqaH 1940 aNgarAga-puM,vilepana-klI udvartanamutsAdanamaNgarAgo vilepanam .. 635 ..
